energy_use_total,new_concept,geo,year
3595000,eee,mng,1989
3416000,eee,mng,1990
3824000,eee,mng,1991
3349000,eee,mng,1992
3133000,eee,mng,1993
2711000,eee,mng,1994
2704000,eee,mng,1995
2279000,eee,mng,1996
2234000,eee,mng,1997
2251000,eee,mng,1998
2254000,eee,mng,1999
2397000,eee,mng,2000
2415000,eee,mng,2001
2586000,eee,mng,2002
2525000,eee,mng,2003
2600000,eee,mng,2004
2625000,eee,mng,2005
2925000,eee,mng,2006
3114000,eee,mng,2007
3156000,eee,mng,2008
3252000,eee,mng,2009
3276000,eee,mng,2010
707400,eee,mne,2005
828900,eee,mne,2006
775100,eee,mne,2007
825100,eee,mne,2008
654500,eee,mne,2009
823100,eee,mne,2010
2430000,eee,mar,1971
2646000,eee,mar,1972
2977000,eee,mar,1973
3294000,eee,mar,1974
3424000,eee,mar,1975
3761000,eee,mar,1976
4209000,eee,mar,1977
4434000,eee,mar,1978
4784000,eee,mar,1979
4870000,eee,mar,1980
4857000,eee,mar,1981
5062000,eee,mar,1982
5311000,eee,mar,1983
5481000,eee,mar,1984
5582000,eee,mar,1985
5762000,eee,mar,1986
5906000,eee,mar,1987
6221000,eee,mar,1988
6797000,eee,mar,1989
6941000,eee,mar,1990
7314000,eee,mar,1991
7780000,eee,mar,1992
8080000,eee,mar,1993
8698000,eee,mar,1994
8593000,eee,mar,1995
9075000,eee,mar,1996
9362000,eee,mar,1997
9554000,eee,mar,1998
10190000,eee,mar,1999
10240000,eee,mar,2000
10890000,eee,mar,2001
11080000,eee,mar,2002
11020000,eee,mar,2003
12140000,eee,mar,2004
13070000,eee,mar,2005
13320000,eee,mar,2006
14350000,eee,mar,2007
14990000,eee,mar,2008
15090000,eee,mar,2009
16510000,eee,mar,2010
6896000,eee,moz,1971
6766000,eee,moz,1972
6798000,eee,moz,1973
6742000,eee,moz,1974
6680000,eee,moz,1975
6587000,eee,moz,1976
6694000,eee,moz,1977
6513000,eee,moz,1978
6543000,eee,moz,1979
6720000,eee,moz,1980
6554000,eee,moz,1981
6553000,eee,moz,1982
6483000,eee,moz,1983
6395000,eee,moz,1984
6367000,eee,moz,1985
6300000,eee,moz,1986
6237000,eee,moz,1987
6162000,eee,moz,1988
6097000,eee,moz,1989
5922000,eee,moz,1990
5894000,eee,moz,1991
5970000,eee,moz,1992
6086000,eee,moz,1993
6151000,eee,moz,1994
6284000,eee,moz,1995
6402000,eee,moz,1996
6592000,eee,moz,1997
6657000,eee,moz,1998
6789000,eee,moz,1999
7173000,eee,moz,2000
7547000,eee,moz,2001
7645000,eee,moz,2002
8063000,eee,moz,2003
8375000,eee,moz,2004
8489000,eee,moz,2005
8742000,eee,moz,2006
9238000,eee,moz,2007
9393000,eee,moz,2008
9776000,eee,moz,2009
10200000,eee,moz,2010
7905000,eee,mmr,1971
8040000,eee,mmr,1972
7917000,eee,mmr,1973
8241000,eee,mmr,1974
8382000,eee,mmr,1975
8692000,eee,mmr,1976
8876000,eee,mmr,1977
8991000,eee,mmr,1978
9167000,eee,mmr,1979
9422000,eee,mmr,1980
9557000,eee,mmr,1981
9755000,eee,mmr,1982
9878000,eee,mmr,1983
10230000,eee,mmr,1984
10990000,eee,mmr,1985
11210000,eee,mmr,1986
10770000,eee,mmr,1987
10650000,eee,mmr,1988
10940000,eee,mmr,1989
10680000,eee,mmr,1990
10500000,eee,mmr,1991
10830000,eee,mmr,1992
10740000,eee,mmr,1993
11420000,eee,mmr,1994
11810000,eee,mmr,1995
11830000,eee,mmr,1996
12080000,eee,mmr,1997
12410000,eee,mmr,1998
12450000,eee,mmr,1999
12840000,eee,mmr,2000
12550000,eee,mmr,2001
12970000,eee,mmr,2002
14060000,eee,mmr,2003
14760000,eee,mmr,2004
14820000,eee,mmr,2005
15010000,eee,mmr,2006
15590000,eee,mmr,2007
15030000,eee,mmr,2008
14250000,eee,mmr,2009
14000000,eee,mmr,2010
624700,eee,nam,1991
671100,eee,nam,1992
735100,eee,nam,1993
799500,eee,nam,1994
885000,eee,nam,1995
950100,eee,nam,1996
979600,eee,nam,1997
1018000,eee,nam,1998
968800,eee,nam,1999
978200,eee,nam,2000
1127000,eee,nam,2001
1010000,eee,nam,2002
1076000,eee,nam,2003
1163000,eee,nam,2004
1294000,eee,nam,2005
1294000,eee,nam,2006
1345000,eee,nam,2007
1625000,eee,nam,2008
1575000,eee,nam,2009
1604000,eee,nam,2010
3658000,eee,npl,1971
3758000,eee,npl,1972
3873000,eee,npl,1973
3951000,eee,npl,1974
4025000,eee,npl,1975
4098000,eee,npl,1976
4203000,eee,npl,1977
4296000,eee,npl,1978
4440000,eee,npl,1979
4562000,eee,npl,1980
4640000,eee,npl,1981
4768000,eee,npl,1982
4925000,eee,npl,1983
5049000,eee,npl,1984
5096000,eee,npl,1985
5267000,eee,npl,1986
5365000,eee,npl,1987
5491000,eee,npl,1988
5564000,eee,npl,1989
5789000,eee,npl,1990
5977000,eee,npl,1991
6122000,eee,npl,1992
6284000,eee,npl,1993
6507000,eee,npl,1994
6712000,eee,npl,1995
6873000,eee,npl,1996
7095000,eee,npl,1997
7280000,eee,npl,1998
7680000,eee,npl,1999
8108000,eee,npl,2000
8375000,eee,npl,2001
8467000,eee,npl,2002
8707000,eee,npl,2003
8832000,eee,npl,2004
9132000,eee,npl,2005
9119000,eee,npl,2006
9291000,eee,npl,2007
9599000,eee,npl,2008
9961000,eee,npl,2009
10220000,eee,npl,2010
20970000,eee,nld,1960
21870000,eee,nld,1961
24570000,eee,nld,1962
27140000,eee,nld,1963
28490000,eee,nld,1964
30650000,eee,nld,1965
32460000,eee,nld,1966
34810000,eee,nld,1967
38730000,eee,nld,1968
43310000,eee,nld,1969
49100000,eee,nld,1970
50870000,eee,nld,1971
58390000,eee,nld,1972
62000000,eee,nld,1973
60970000,eee,nld,1974
59020000,eee,nld,1975
65330000,eee,nld,1976
63190000,eee,nld,1977
65000000,eee,nld,1978
68350000,eee,nld,1979
64360000,eee,nld,1980
60830000,eee,nld,1981
54180000,eee,nld,1982
56550000,eee,nld,1983
59830000,eee,nld,1984
60640000,eee,nld,1985
62910000,eee,nld,1986
64350000,eee,nld,1987
63780000,eee,nld,1988
64200000,eee,nld,1989
65690000,eee,nld,1990
69360000,eee,nld,1991
68350000,eee,nld,1992
68940000,eee,nld,1993
69370000,eee,nld,1994
70750000,eee,nld,1995
73430000,eee,nld,1996
71490000,eee,nld,1997
72250000,eee,nld,1998
71460000,eee,nld,1999
73220000,eee,nld,2000
75610000,eee,nld,2001
75710000,eee,nld,2002
78010000,eee,nld,2003
79070000,eee,nld,2004
78820000,eee,nld,2005
76830000,eee,nld,2006
79350000,eee,nld,2007
79550000,eee,nld,2008
78170000,eee,nld,2009
83430000,eee,nld,2010
77550000,eee,nld,2011
4107000,eee,nzl,1960
4376000,eee,nzl,1961
4517000,eee,nzl,1962
4980000,eee,nzl,1963
5733000,eee,nzl,1964
5979000,eee,nzl,1965
6209000,eee,nzl,1966
6017000,eee,nzl,1967
6430000,eee,nzl,1968
6679000,eee,nzl,1969
7006000,eee,nzl,1970
6912000,eee,nzl,1971
7695000,eee,nzl,1972
8020000,eee,nzl,1973
8945000,eee,nzl,1974
8753000,eee,nzl,1975
9321000,eee,nzl,1976
9751000,eee,nzl,1977
9463000,eee,nzl,1978
8812000,eee,nzl,1979
8985000,eee,nzl,1980
8906000,eee,nzl,1981
9509000,eee,nzl,1982
9844000,eee,nzl,1983
10490000,eee,nzl,1984
11200000,eee,nzl,1985
11250000,eee,nzl,1986
11300000,eee,nzl,1987
11850000,eee,nzl,1988
12690000,eee,nzl,1989
12870000,eee,nzl,1990
13180000,eee,nzl,1991
13460000,eee,nzl,1992
14240000,eee,nzl,1993
14580000,eee,nzl,1994
14890000,eee,nzl,1995
15460000,eee,nzl,1996
16080000,eee,nzl,1997
15850000,eee,nzl,1998
16540000,eee,nzl,1999
17060000,eee,nzl,2000
17120000,eee,nzl,2001
17120000,eee,nzl,2002
16850000,eee,nzl,2003
17390000,eee,nzl,2004
16850000,eee,nzl,2005
16970000,eee,nzl,2006
17120000,eee,nzl,2007
17410000,eee,nzl,2008
17460000,eee,nzl,2009
18200000,eee,nzl,2010
18000000,eee,nzl,2011
1240000,eee,nic,1971
1269000,eee,nic,1972
1382000,eee,nic,1973
1446000,eee,nic,1974
1491000,eee,nic,1975
1593000,eee,nic,1976
1746000,eee,nic,1977
1681000,eee,nic,1978
1448000,eee,nic,1979
1533000,eee,nic,1980
1570000,eee,nic,1981
1596000,eee,nic,1982
1659000,eee,nic,1983
1853000,eee,nic,1984
1939000,eee,nic,1985
1956000,eee,nic,1986
1972000,eee,nic,1987
1930000,eee,nic,1988
2041000,eee,nic,1989
2093000,eee,nic,1990
2161000,eee,nic,1991
2240000,eee,nic,1992
2219000,eee,nic,1993
2258000,eee,nic,1994
2338000,eee,nic,1995
2416000,eee,nic,1996
2545000,eee,nic,1997
2520000,eee,nic,1998
2638000,eee,nic,1999
2720000,eee,nic,2000
2768000,eee,nic,2001
2888000,eee,nic,2002
3100000,eee,nic,2003
3271000,eee,nic,2004
3326000,eee,nic,2005
3455000,eee,nic,2006
3078000,eee,nic,2007
3048000,eee,nic,2008
3046000,eee,nic,2009
3137000,eee,nic,2010
36070000,eee,nga,1971
37300000,eee,nga,1972
38910000,eee,nga,1973
40080000,eee,nga,1974
41740000,eee,nga,1975
43820000,eee,nga,1976
46060000,eee,nga,1977
48190000,eee,nga,1978
50140000,eee,nga,1979
52460000,eee,nga,1980
54860000,eee,nga,1981
57530000,eee,nga,1982
59210000,eee,nga,1983
59480000,eee,nga,1984
61430000,eee,nga,1985
62150000,eee,nga,1986
64340000,eee,nga,1987
66220000,eee,nga,1988
68470000,eee,nga,1989
70580000,eee,nga,1990
73840000,eee,nga,1991
76680000,eee,nga,1992
77940000,eee,nga,1993
76200000,eee,nga,1994
77540000,eee,nga,1995
80780000,eee,nga,1996
84310000,eee,nga,1997
84450000,eee,nga,1998
87470000,eee,nga,1999
90600000,eee,nga,2000
94630000,eee,nga,2001
97390000,eee,nga,2002
99010000,eee,nga,2003
101800000,eee,nga,2004
106500000,eee,nga,2005
107000000,eee,nga,2006
107700000,eee,nga,2007
111200000,eee,nga,2008
109200000,eee,nga,2009
113100000,eee,nga,2010
6826000,eee,nor,1960
6995000,eee,nor,1961
7467000,eee,nor,1962
8004000,eee,nor,1963
8571000,eee,nor,1964
9455000,eee,nor,1965
10170000,eee,nor,1966
10660000,eee,nor,1967
11650000,eee,nor,1968
12290000,eee,nor,1969
13250000,eee,nor,1970
13300000,eee,nor,1971
13750000,eee,nor,1972
14260000,eee,nor,1973
14240000,eee,nor,1974
14600000,eee,nor,1975
15910000,eee,nor,1976
16370000,eee,nor,1977
17660000,eee,nor,1978
18150000,eee,nor,1979
18320000,eee,nor,1980
18070000,eee,nor,1981
17510000,eee,nor,1982
18250000,eee,nor,1983
19310000,eee,nor,1984
19960000,eee,nor,1985
20900000,eee,nor,1986
21090000,eee,nor,1987
20240000,eee,nor,1988
21020000,eee,nor,1989
21000000,eee,nor,1990
21690000,eee,nor,1991
22050000,eee,nor,1992
23470000,eee,nor,1993
22980000,eee,nor,1994
23440000,eee,nor,1995
22720000,eee,nor,1996
24060000,eee,nor,1997
25120000,eee,nor,1998
26310000,eee,nor,1999
26090000,eee,nor,2000
26820000,eee,nor,2001
24910000,eee,nor,2002
27020000,eee,nor,2003
26430000,eee,nor,2004
26760000,eee,nor,2005
27110000,eee,nor,2006
27550000,eee,nor,2007
29800000,eee,nor,2008
28160000,eee,nor,2009
32450000,eee,nor,2010
29870000,eee,nor,2011
226700,eee,omn,1971
87000,eee,omn,1972
96580,eee,omn,1973
149000,eee,omn,1974
238900,eee,omn,1975
377700,eee,omn,1976
744800,eee,omn,1977
555500,eee,omn,1978
843200,eee,omn,1979
1150000,eee,omn,1980
980000,eee,omn,1981
1486000,eee,omn,1982
1368000,eee,omn,1983
2248000,eee,omn,1984
2110000,eee,omn,1985
1987000,eee,omn,1986
2289000,eee,omn,1987
2209000,eee,omn,1988
2565000,eee,omn,1989
4218000,eee,omn,1990
5841000,eee,omn,1991
5450000,eee,omn,1992
5913000,eee,omn,1993
5939000,eee,omn,1994
6096000,eee,omn,1995
6260000,eee,omn,1996
6725000,eee,omn,1997
6784000,eee,omn,1998
7043000,eee,omn,1999
8083000,eee,omn,2000
8420000,eee,omn,2001
8818000,eee,omn,2002
9350000,eee,omn,2003
9603000,eee,omn,2004
10770000,eee,omn,2005
13660000,eee,omn,2006
14600000,eee,omn,2007
15890000,eee,omn,2008
14910000,eee,omn,2009
20000000,eee,omn,2010
17040000,eee,pak,1971
17500000,eee,pak,1972
18370000,eee,pak,1973
19420000,eee,pak,1974
20340000,eee,pak,1975
20590000,eee,pak,1976
21520000,eee,pak,1977
22330000,eee,pak,1978
23590000,eee,pak,1979
24830000,eee,pak,1980
26490000,eee,pak,1981
28150000,eee,pak,1982
29610000,eee,pak,1983
30650000,eee,pak,1984
32280000,eee,pak,1985
33680000,eee,pak,1986
37010000,eee,pak,1987
38790000,eee,pak,1988
41070000,eee,pak,1989
42670000,eee,pak,1990
44170000,eee,pak,1991
47030000,eee,pak,1992
49370000,eee,pak,1993
51350000,eee,pak,1994
53690000,eee,pak,1995
56020000,eee,pak,1996
57450000,eee,pak,1997
58620000,eee,pak,1998
61780000,eee,pak,1999
63490000,eee,pak,2000
64540000,eee,pak,2001
65220000,eee,pak,2002
68250000,eee,pak,2003
72930000,eee,pak,2004
75520000,eee,pak,2005
78760000,eee,pak,2006
83140000,eee,pak,2007
81610000,eee,pak,2008
84070000,eee,pak,2009
84590000,eee,pak,2010
73460,eee,plw,1990
1675000,eee,pan,1971
1851000,eee,pan,1972
2031000,eee,pan,1973
2007000,eee,pan,1974
1699000,eee,pan,1975
1671000,eee,pan,1976
1646000,eee,pan,1977
1628000,eee,pan,1978
1731000,eee,pan,1979
1407000,eee,pan,1980
1508000,eee,pan,1981
1656000,eee,pan,1982
1759000,eee,pan,1983
1623000,eee,pan,1984
1556000,eee,pan,1985
1579000,eee,pan,1986
1696000,eee,pan,1987
1578000,eee,pan,1988
1490000,eee,pan,1989
1491000,eee,pan,1990
1609000,eee,pan,1991
1844000,eee,pan,1992
1877000,eee,pan,1993
1974000,eee,pan,1994
1993000,eee,pan,1995
2129000,eee,pan,1996
2244000,eee,pan,1997
2569000,eee,pan,1998
2546000,eee,pan,1999
2579000,eee,pan,2000
2816000,eee,pan,2001
2623000,eee,pan,2002
2649000,eee,pan,2003
2607000,eee,pan,2004
2878000,eee,pan,2005
3093000,eee,pan,2006
3001000,eee,pan,2007
3116000,eee,pan,2008
3430000,eee,pan,2009
3773000,eee,pan,2010
1368000,eee,pry,1971
1404000,eee,pry,1972
1519000,eee,pry,1973
1507000,eee,pry,1974
1474000,eee,pry,1975
1567000,eee,pry,1976
1704000,eee,pry,1977
1902000,eee,pry,1978
1929000,eee,pry,1979
2085000,eee,pry,1980
2081000,eee,pry,1981
2123000,eee,pry,1982
2171000,eee,pry,1983
2212000,eee,pry,1984
2258000,eee,pry,1985
2352000,eee,pry,1986
2716000,eee,pry,1987
2904000,eee,pry,1988
3163000,eee,pry,1989
3072000,eee,pry,1990
3172000,eee,pry,1991
3157000,eee,pry,1992
3280000,eee,pry,1993
3585000,eee,pry,1994
3926000,eee,pry,1995
4016000,eee,pry,1996
4368000,eee,pry,1997
4311000,eee,pry,1998
4113000,eee,pry,1999
3850000,eee,pry,2000
3919000,eee,pry,2001
3885000,eee,pry,2002
3965000,eee,pry,2003
4002000,eee,pry,2004
3954000,eee,pry,2005
4076000,eee,pry,2006
4225000,eee,pry,2007
4348000,eee,pry,2008
4476000,eee,pry,2009
4789000,eee,pry,2010
9128000,eee,per,1971
9130000,eee,per,1972
9511000,eee,per,1973
10060000,eee,per,1974
10360000,eee,per,1975
10520000,eee,per,1976
10900000,eee,per,1977
10580000,eee,per,1978
10540000,eee,per,1979
11260000,eee,per,1980
11330000,eee,per,1981
11530000,eee,per,1982
10600000,eee,per,1983
10860000,eee,per,1984
10580000,eee,per,1985
10780000,eee,per,1986
11060000,eee,per,1987
10880000,eee,per,1988
10040000,eee,per,1989
9734000,eee,per,1990
9549000,eee,per,1991
9287000,eee,per,1992
9914000,eee,per,1993
10270000,eee,per,1994
10970000,eee,per,1995
11300000,eee,per,1996
10940000,eee,per,1997
11510000,eee,per,1998
12260000,eee,per,1999
12220000,eee,per,2000
11800000,eee,per,2001
11870000,eee,per,2002
11640000,eee,per,2003
12870000,eee,per,2004
13650000,eee,per,2005
13250000,eee,per,2006
14330000,eee,per,2007
15040000,eee,per,2008
